der
149,807
150,232
150,623
150,975
151,284
151,548
151,764
151,929
152,042
152,102
152,107
152,057
151,952
151,793
151,579
151,313
150,995
150,627
150,212
149,752
149,248
148,704
148,123
147,506
146,857
146,179
145,473
144,743
143,992
143,22
142,431
141,626
140,809
139,98
139,141
138,294
137,44
136,581
135,717
134,848
133,976
133,101
132,224
131,344
130,462
129,578
128,693
127,807
126,92
126,034
125,149
124,266
123,386
122,508
121,635
120,765
119,9
119,038
118,18
117,325
116,472
115,621
114,771
113,921
113,07
112,217
111,362
110,504
109,643
108,779
107,912
107,044
106,175
105,307
104,442
103,58
102,725
101,877
101,038
100,209
99,3898
98,5824
97,7869
97,0035
96,2324
95,4734
94,7264
93,9911
93,2672
92,5542
91,852
91,1602
90,4787
89,8074
89,1464
88,4958
87,8561
87,2275
86,6109
86,0067
85,4158
84,839
84,2769
83,7302
83,1994
82,6848
82,1866
81,7049
81,24
80,7919
80,361
79,9474
79,5515
79,1737
78,8141
78,4734
78,1516
77,8493
77,5664
77,3032
77,0595
76,835
76,6294
76,4419
76,2719
76,1184
75,9806
75,8579
75,7499
75,6565
75,5781
75,5156
75,4701
75,4429
75,4355
75,4492
75,4854
75,5452
75,6294
75,7386
75,8734
76,0337
76,2195
76,4306
76,6663
76,9262
77,2094
77,5151
77,8423
78,19
78,5572
78,9428
79,3457
79,7649
80,1993
80,6482
81,1107
81,5861
82,074
82,5738
83,0854
83,6085
84,143
84,689
85,2465
85,8159
86,3974
86,9914
87,5983
88,2184
88,8521
89,4997
90,1616
90,8379
91,5286
92,2338
92,9532
93,6864
94,4329
95,192
95,9627
96,7438
97,534
98,3321
99,1365
99,9459
100,759
101,575
102,392
103,209
104,025
104,838
105,647
106,447
107,238
108,013
108,77
109,503
110,206
110,873
111,498
112,075
112,599
113,066
113,471
113,812
114,091
114,308
114,469
114,58
114,649
114,686
114,702
114,707
114,708
